epoch,time,train/box_loss,train/cls_loss,train/l1_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/l1_loss,lr/pg0,lr/pg1,lr/pg2,lr/pg3,lr/pg4,lr/pg5,lr/pg6,lr/pg7
1,576.226,1.81513,2.36534,0.01607,0.63255,0.51509,0.52736,0.25809,1.91821,1.96343,0.02107,0.00999033,0.00333011,0.00999033,0.00333011,0.00999033,0.00333011,0.00999033,0.00333011
2,1057.28,1.82819,1.87963,0.01686,0.61691,0.45576,0.50003,0.24215,1.92012,2.06908,0.02137,0.0195945,0.00653151,0.0195945,0.00653151,0.0195945,0.00653151,0.0195945,0.00653151
3,1535.12,1.93325,2.09985,0.01852,0.55315,0.37249,0.396,0.17495,2.15136,2.38438,0.0276,0.0288027,0.0096009,0.0288027,0.0096009,0.0288027,0.0096009,0.0288027,0.0096009
4,2005.18,2.0041,2.24447,0.0194,0.60469,0.43014,0.46598,0.20806,2.02223,2.37836,0.02285,0.028218,0.009406,0.028218,0.009406,0.028218,0.009406,0.028218,0.009406
5,2471,1.93917,2.11479,0.01842,0.61561,0.45744,0.49511,0.2431,1.97597,2.05971,0.02335,0.027624,0.009208,0.027624,0.009208,0.027624,0.009208,0.027624,0.009208
6,2936.29,1.88949,1.95377,0.0179,0.66289,0.51458,0.56631,0.27856,1.8861,1.85576,0.02098,0.02703,0.00901,0.02703,0.00901,0.02703,0.00901,0.02703,0.00901
7,3404.56,1.84761,1.86406,0.01711,0.68471,0.51947,0.58788,0.29863,1.88557,1.76041,0.02075,0.026436,0.008812,0.026436,0.008812,0.026436,0.008812,0.026436,0.008812
